chart,version,variant,lane,lane_label,state,reason,next_action,support_artifact,owner,completion_class,command
bitnami/elasticsearch,22.1.6,default,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/elasticsearch/22.1.6 --base default --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/elasticsearch,22.1.6,default,K,two-cluster-kind,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun.",runs/live-kind-parity/bitnami-elasticsearch-default/receipt.yaml,catalog or image publisher,needs-modeling,
bitnami/elasticsearch,22.1.6,default,L,local-live,fail,local-live fail: runtime-readiness: statefulset/elasticsearch-coordinating: not-ready (elasticsearch-coordinating-0[PodInitializing ready=false restarts=0;] elasticsearch-coordinating-1[PodInitializing ready=false restarts=0;] elasticsearch-data-0),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/bitnami-elasticsearch-22.1.6-default/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/bitnami/elasticsearch/22.1.6 --base default --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/elasticsearch,22.1.6,default,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/elasticsearch/22.1.6 --base default --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/elasticsearch,22.1.6,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-elasticsearch-22-1-6-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/elasticsearch,22.1.6,ha,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/elasticsearch/22.1.6 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/elasticsearch,22.1.6,ha,K,two-cluster-kind,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun.",runs/live-kind-parity/bitnami-elasticsearch-ha/receipt.yaml,catalog or image publisher,needs-modeling,
bitnami/elasticsearch,22.1.6,ha,L,local-live,fail,local-live fail: runtime-readiness: statefulset/elasticsearch-coordinating: not-ready (elasticsearch-coordinating-0[PodInitializing ready=false restarts=0;] elasticsearch-coordinating-1[PodInitializing ready=false restarts=0;] elasticsearch-data-0),"Inspect pod logs/events, decide whether the issue is target policy, lifecycle, chart configuration, or a better base, then rerun.",runs/next80-local-kind/bitnami-elasticsearch-22.1.6-ha/observation-receipt.yaml,runtime-readiness,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/bitnami/elasticsearch/22.1.6 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/elasticsearch,22.1.6,ha,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/elasticsearch/22.1.6 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/elasticsearch,22.1.6,ha,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-elasticsearch-22-1-6-ha-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/elasticsearch,22.1.6,legacy,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,
bitnami/elasticsearch,22.1.6,legacy,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,,either,needs-run,
bitnami/elasticsearch,22.1.6,legacy,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,
bitnami/elasticsearch,22.1.6,legacy,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/cl-elasticsearch-22-1-6-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
bitnami/memcached,8.5.5,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
bitnami/memcached,8.5.5,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-memcached-8-5-5-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/memcached,8.5.5,storage-default-reviewed,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
bitnami/mongodb,19.0.7,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
bitnami/mongodb,19.0.7,existing-secret-replicaset,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/bitnami-mongodb-existing-secret-replicaset/receipt.yaml,either,needs-run,
bitnami/mongodb,19.0.7,existing-secret-replicaset,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
bitnami/mongodb,19.0.7,existing-secret-replicaset,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/mongodb-existing-secret-replicaset-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
bitnami/mongodb,19.0.7,generated-passwords,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/bitnami-mongodb-generated-passwords/receipt.yaml,either,needs-run,
bitnami/mongodb,19.0.7,generated-passwords,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
bitnami/mongodb,19.0.7,generated-passwords,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/mongodb-generated-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
bitnami/mongodb,19.0.9,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
bitnami/mongodb,19.0.9,existing-secret-replicaset,G,gitops-oci-live,watch,gitops-runtime: StatefulSet OutOfSync health Healthy (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/bitnami/mongodb/19.0.9/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/mongodb/19.0.9 --base existing-secret-replicaset --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/mongodb,19.0.9,existing-secret-replicaset,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/bitnami-mongodb-existing-secret-replicaset/receipt.yaml,either,needs-run,
bitnami/mongodb,19.0.9,existing-secret-replicaset,P,live-helm-vs-confighub-parity,watch,gitops-runtime: StatefulSet OutOfSync health Healthy (parity passed),"Review the controller-health residue (aggregate vs per-resource health, sync state) and refresh the gitops-runtime-review support artifact.",recipes/bitnami/mongodb/19.0.9/gitops-runtime-review.yaml,needs GitOps controller-health review,already-decided,npm run live-parity:run -- --recipe recipes/bitnami/mongodb/19.0.9 --base existing-secret-replicaset --repo-url oci://registry-1.docker.io/bitnamicharts
bitnami/mongodb,19.0.9,existing-secret-replicaset,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/cl-mongodb-19-0-9-existing-secret-replicaset-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
bitnami/mongodb,19.0.9,generated-passwords,K,two-cluster-kind,todo,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,runs/live-kind-parity/bitnami-mongodb-generated-passwords/receipt.yaml,either,needs-run,
