row_kind,catalog_layer,customization_layer,row_status,custom_discussion,candidate_source,candidate_state,candidate_inputs,candidate_required_before,parent_base,downstream_space,target_run_status,target_run_receipt,target_run_blockers,chart,version,variant,catalog_tier,adoption_bucket,quirk_features,hard_gap,strongest_evidence,next_action,hook_count,hook_disposition,hook_evidence_version,hook_live_status,lifecycle_route_contract,lifecycle_route_count,lifecycle_route_dispositions,lifecycle_route_execution_modes,lifecycle_route_safe_automatic,lifecycle_route_evidence_version,lifecycle_route_contract_path,lifecycle_route_json_path,render_intent_state,render_intent_next_action,render_intent_path,render_intent_lifecycle_state,render_intent_lifecycle_reason,render_intent_lifecycle_next_action,render_intent_target_state,render_intent_target_reason,render_intent_target_next_action,render_intent_target_requirement_count,render_intent_target_action_count,lane_render_parity,lane_confighub_scan_ops,lane_local_kind,lane_lifecycle_observed,lane_gitops_oci_live,lane_live_dual_parity,lane_two_cluster_kind,core_lanes_complete,outcome_level,production_decision,production_target_scope,variant_promotion,variant_promotion_status,variant_promotion_evidence,variant_promotion_reason,variant_promotion_next_action,active_proof_next_step,active_proof_readiness,active_proof_reason,active_proof_command,active_proof_support_artifact,recipe_path,recipe_catalog_path,variant_path,package_base_path,variant_revision_path,source_lock_path,source_repository_url,source_content_url,github_recipe_url,github_catalog_url,github_package_base_url,completion_action,completion_action_summary,completion_action_families,completion_deferred_cells,completion_owner_lanes
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/opensearch,2.0.10,(source),next80-proof-grade,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/opensearch/2.0.10,recipes/bitnami/opensearch/2.0.10/CATALOG.md,,,,recipes/bitnami/opensearch/2.0.10/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/opensearch/2.0.10,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/opensearch/2.0.10/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/opensearch/2.0.10/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,bitnami/opensearch,2.0.10,default,next80-proof-grade,promote-after-review,,,local-kubernetes-live,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-opensearch-2-0-10-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,no,n/a,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/opensearch-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/opensearch/2.0.10 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,data/image-digest-workdown/summary.md,recipes/bitnami/opensearch/2.0.10,recipes/bitnami/opensearch/2.0.10/CATALOG.md,recipes/bitnami/opensearch/2.0.10/variants/default/variant.yaml,packages/bitnami/opensearch/2.0.10/bases/default,recipes/bitnami/opensearch/2.0.10/revisions/default/r001/variant-revision.yaml,recipes/bitnami/opensearch/2.0.10/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/opensearch/2.0.10,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/opensearch/2.0.10/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/opensearch/2.0.10/bases/default,image,image:4,CCP-02:remote-image-refresh,0,Claude-non-live:4
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/opensearch,2.0.10,ha,next80-proof-grade,promote-after-review,,,local-kubernetes-live,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-opensearch-2-0-10-ha.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,no,n/a,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/opensearch-ha-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/opensearch/2.0.10 --base ha --repo-url oci://registry-1.docker.io/bitnamicharts,data/image-digest-workdown/summary.md,recipes/bitnami/opensearch/2.0.10,recipes/bitnami/opensearch/2.0.10/CATALOG.md,recipes/bitnami/opensearch/2.0.10/variants/ha/variant.yaml,packages/bitnami/opensearch/2.0.10/bases/ha,recipes/bitnami/opensearch/2.0.10/revisions/ha/r001/variant-revision.yaml,recipes/bitnami/opensearch/2.0.10/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/opensearch/2.0.10,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/opensearch/2.0.10/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/opensearch/2.0.10/bases/ha,image,image:4,CCP-02:remote-image-refresh,0,Claude-non-live:4
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/opensearch,2.0.10,legacy,next80-proof-grade,promote-after-review,,,local-kubernetes-live,run catalog promotion review,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-opensearch-2-0-10-legacy.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,watch,watch,no,no,local-live,todo,,yes,proven,runs/opensearch-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/opensearch/2.0.10 --base legacy --repo-url oci://registry-1.docker.io/bitnamicharts,data/image-digest-workdown/summary.md,recipes/bitnami/opensearch/2.0.10,recipes/bitnami/opensearch/2.0.10/CATALOG.md,recipes/bitnami/opensearch/2.0.10/variants/legacy/variant.yaml,packages/bitnami/opensearch/2.0.10/bases/legacy,recipes/bitnami/opensearch/2.0.10/revisions/legacy/r001/variant-revision.yaml,recipes/bitnami/opensearch/2.0.10/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/opensearch/2.0.10,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/opensearch/2.0.10/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/opensearch/2.0.10/bases/legacy,image,image:3,CCP-02:remote-image-refresh,0,Claude-non-live:3
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/phpmyadmin,20.0.0,(source),next80-proof-grade,source-chart,lookup;generated-facts;tpl;capabilities;stateful-storage,existing-secret (chart ships no Secret toggle),source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/phpmyadmin/20.0.0,recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,,,,recipes/bitnami/phpmyadmin/20.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/phpmyadmin/20.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/phpmyadmin/20.0.0/bases/default,-,,,0,
base,F2a,F2a honest default base,real,no,,,,,,,,,,bitnami/phpmyadmin,20.0.0,default,next80-proof-grade,limitation-decision-first,lookup;generated-facts;tpl;capabilities;stateful-storage,existing-secret (chart ships no Secret toggle),local-kubernetes-live,review limitation before promotion: existing-secret (chart ships no Secret toggle),,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-phpmyadmin-20-0-0-default.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,no,n/a,watch,watch,no,no,in-confighub,todo,,yes,proven,runs/cl-phpmyadmin-20-0-0-default-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/phpmyadmin/20.0.0 --base default --repo-url oci://registry-1.docker.io/bitnamicharts,data/image-digest-workdown/summary.md,recipes/bitnami/phpmyadmin/20.0.0,recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,recipes/bitnami/phpmyadmin/20.0.0/variants/default/variant.yaml,packages/bitnami/phpmyadmin/20.0.0/bases/default,recipes/bitnami/phpmyadmin/20.0.0/revisions/default/r001/variant-revision.yaml,recipes/bitnami/phpmyadmin/20.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/phpmyadmin/20.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/phpmyadmin/20.0.0/bases/default,image,image:4,CCP-02:remote-image-refresh,0,Claude-non-live:4
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/phpmyadmin,20.0.0,legacy,next80-proof-grade,limitation-decision-first,lookup;generated-facts;tpl;capabilities;stateful-storage,existing-secret (chart ships no Secret toggle),local-kubernetes-live,review limitation before promotion: existing-secret (chart ships no Secret toggle),,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-phpmyadmin-20-0-0-legacy.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,watch,watch,no,no,local-live,todo,,yes,proven,runs/cl-phpmyadmin-20-0-0-legacy-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,image-retention-review,model-or-stage-first,remote-image: image pull failed or pinned image is unavailable (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/phpmyadmin/20.0.0 --base legacy --repo-url oci://registry-1.docker.io/bitnamicharts,data/image-digest-workdown/summary.md,recipes/bitnami/phpmyadmin/20.0.0,recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,recipes/bitnami/phpmyadmin/20.0.0/variants/legacy/variant.yaml,packages/bitnami/phpmyadmin/20.0.0/bases/legacy,recipes/bitnami/phpmyadmin/20.0.0/revisions/legacy/r001/variant-revision.yaml,recipes/bitnami/phpmyadmin/20.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/phpmyadmin/20.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/phpmyadmin/20.0.0/bases/legacy,image,image:3,CCP-02:remote-image-refresh,0,Claude-non-live:3
candidate,F2c,F2c candidate useful base,candidate-custom-discussion,yes,data/useful-base-realization-wave/wave2-selection.csv,not-yet-rendered,Service/Ingress shape; TLS Secret reference; auth or admin Secret policy; persistence if present; Secret reference; StorageClass or persistence choice; target facts; required chart values,helm-equivalence receipt for the new values profile; package verification; queue row update,default,,not-applicable,,Service/Ingress shape; TLS Secret reference; auth or admin Secret policy; persistence if present; Secret reference; StorageClass or persistence choice; target facts; required chart values,bitnami/phpmyadmin,20.0.0,web-ui-existing-secret,candidate,candidate-custom-discussion,lookup;generated-facts;tpl;capabilities;stateful-storage,Service/Ingress shape; TLS Secret reference; auth or admin Secret policy; persistence if present; Secret reference; StorageClass or persistence choice; target facts; required chart values,candidate-plan,"design effective-values-web-ui-existing-secret.yaml from the named knobs, re-render via the recipe lane, then realize variant+revision+package base",,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,candidate-plan,n/a,,n/a,not-applicable-candidate,,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,,,,data/useful-base-realization-wave/wave2-selection.csv,recipes/bitnami/phpmyadmin/20.0.0,recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,,,,recipes/bitnami/phpmyadmin/20.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/phpmyadmin/20.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/phpmyadmin/20.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/phpmyadmin/20.0.0/bases/default,model,model:1,candidate-row,0,product-review:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/postgresql,18.6.7,(source),top20-catalog-supported,source-chart,lookup;generated-facts;tpl;capabilities;stateful-storage,ha (curated proof lane - bespoke teaching needed),source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/postgresql/18.6.7,recipes/bitnami/postgresql/18.6.7/CATALOG.md,,,,recipes/bitnami/postgresql/18.6.7/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/postgresql/18.6.7,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/postgresql/18.6.7/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/postgresql/18.6.7/bases/existing-secret,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/postgresql,18.6.7,existing-secret,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities;stateful-storage,ha (curated proof lane - bespoke teaching needed),live-helm-vs-confighub-parity,choose whether static-passwords is in production scope; close or document its render-only live-readiness issue first,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-postgresql-18-6-7-existing-secret.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,1 target prerequisite declared by this base.,,1,0,yes,yes,yes,n/a,yes,yes,todo,yes,live-parity,todo,,yes,proven,runs/postgresql-existing-secret-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/bitnami/postgresql/18.6.7,recipes/bitnami/postgresql/18.6.7/CATALOG.md,recipes/bitnami/postgresql/18.6.7/variants/existing-secret/variant.yaml,packages/bitnami/postgresql/18.6.7/bases/existing-secret,recipes/bitnami/postgresql/18.6.7/revisions/existing-secret/r001/variant-revision.yaml,recipes/bitnami/postgresql/18.6.7/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/postgresql/18.6.7,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/postgresql/18.6.7/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/postgresql/18.6.7/bases/existing-secret,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/postgresql,18.6.7,static-passwords,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities;stateful-storage,ha (curated proof lane - bespoke teaching needed),live-helm-vs-confighub-parity,choose whether static-passwords is in production scope; close or document its render-only live-readiness issue first,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-postgresql-18-6-7-static-passwords.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,todo,yes,live-parity,yes,cub-lk-kind-vanilla; namespace=postgresql; delivery=confighub-oci; controller=argo,watch,proven-with-watch,runs/postgresql-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/bitnami/postgresql/18.6.7,recipes/bitnami/postgresql/18.6.7/CATALOG.md,recipes/bitnami/postgresql/18.6.7/variants/static-passwords/variant.yaml,packages/bitnami/postgresql/18.6.7/bases/static-passwords,recipes/bitnami/postgresql/18.6.7/revisions/static-passwords/r001/variant-revision.yaml,recipes/bitnami/postgresql/18.6.7/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/postgresql/18.6.7,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/postgresql/18.6.7/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/postgresql/18.6.7/bases/static-passwords,run,run:1,CCP-01:promotion-rerun-after-server-fix,0,Codex-live:1
