rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,source_features,recipe_path,package_path,support_level,supported_scopes,candidate_variants,current_risk,source_classification,source_problem_score,source_pre_recipe_risk_count,source_lifecycle_policy_count,source_early_policy_count,source_generated_facts_count,source_install_operate_count,lookup_count,rand_count,cert_count,time_uuid_count,required_fail_count,tpl_count,capabilities_api_count,capabilities_kube_version_count,hooks_count,crd_files_count,cluster_roles_count,webhooks_count,api_services_count,stateful_sets_count,pvc_count,secrets_count,dependencies_declared,dependency_lock_present,non_exact_dependency_constraints,proof_tier,proof_variant_count,proof_revision_count,proof_rendered_object_count,proof_first_rendered_sha256,proof_semantic_matches,proof_scan_results,proof_gate_results,proof_scan_high,proof_scan_medium,proof_scan_low,proof_control_categories,proof_uses_lookup,proof_uses_generated_facts,proof_uses_capabilities,proof_uses_tpl,proof_has_extension_slots,proof_receipts,weirdness_note,source_repository_url,source_archive_sha256,old_matrix_scan_status,old_matrix_error
28,bitnami/mongodb,19.0.3,19.0.7,exact-chart-ref,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,multi-variant,proof:2 revision(s),catalog-supported,blocked-by-current-scan-gate,generated-passwords;existing-secret-replicaset,review source/current-version drift and refresh recipe if needed,lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,recipes/bitnami/mongodb/19.0.7/recipe.yaml,packages/bitnami/mongodb/19.0.7,supported-for-declared-scopes,local-test,,local-test-supported-production-blocked,P1 compiler policy needed,45,0,0,5,15,2,4,6,5,4,9,22,2,1,0,0,4,0,0,3,2,10,1,false,0,,2,2,18,187a27077a6c1924669172528109b878e4d9c7759689a2f52826be8dfbc30f1e,8/8;10/10,warn,warn,5,16,0,capability-profile;dependency-lock;generated-facts;hook-policy;installer-support-object;network-policy;pdb-policy;replicaset-topology;source-lock;target-facts;tpl;workload-policy,false,false,false,false,false,helmEquivalence;installGate;render;scan,recipes/bitnami/mongodb/19.0.7/weirdness-and-mitigations.md,https://charts.bitnami.com/bitnami,d68f0869252f6e3005a56b9a9e6982c6d603427834106dbdf7fb4e01d66dd591,scanned,
29,nextcloud/nextcloud,9.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,30,1,15,19,6,5,23,53,7,5,0,0,0,0,0,9,11,20,3,true,3,,0,0,0,,,,,,,,,,,,,,,,https://nextcloud.github.io/helm/,d5c948f223e5170b458d70a87d05293aaea46dee3ee67fcfdf7235e927f6feb9,scanned,
30,vmware-tanzu/velero,12.0.1,12.0.1,chart-name-version,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;crds;cluster-rbac,recipes/velero/velero/12.0.1/recipe.yaml,packages/velero/velero/12.0.1,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,17,0,0,2,0,2,0,0,0,0,1,5,3,1,0,13,3,0,0,0,0,1,0,false,0,next80-full,1,1,23,3fc8afa5a2077710e8e9a49df435b234925b373cdaf2209e66fada0044ef2c1b,23/23,warn,warn,0,15,0,capability-profile;cluster-rbac;crds;dependency-lock;extension-slots;generated-facts;helm-equivalence;lifecycle-policy;rendered-manifest-scan;secret-material;source-lock;tpl-extension-slots;variant-revision,false,true,true,true,true,helmEquivalence;installGate;render;scan,,https://vmware-tanzu.github.io/helm-charts/,d6281a4a722870881c2312ac4814b9d545839a1a74908c4a2aec3dc75483382e,scanned,
31,cilium/cilium,1.20.0-pre.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,41,0,0,4,15,2,6,0,10,5,74,6,3,28,0,0,21,0,0,1,0,22,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.cilium.io/,bef01398d43b9e2a66417269024d5fdd1ecc09e793da583cad97b53304f9e5fa,scanned,
32,bitnami/minio,17.0.21,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,80,1,2,5,11,1,3,5,6,0,8,17,2,1,1,0,0,0,0,0,1,9,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,0a82daf088c8971cc5c727abbc68798d64283fef702ccd58f7bd499ceeda6a09,scanned,
33,cluster-autoscaler/cluster-autoscaler,9.57.0,9.57.0,chart-name-version,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;cluster-rbac,recipes/autoscaler/cluster-autoscaler/9.57.0/recipe.yaml,packages/autoscaler/cluster-autoscaler/9.57.0,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,16,0,0,2,0,1,0,0,0,0,4,23,0,3,0,0,2,0,0,0,0,1,0,false,0,next80-full,1,1,7,9e67f520b5c65ff34d72f8c85e4245c2d9d238b6da336112dfa272a060d69446,7/7,warn,warn,1,2,0,capability-profile;cluster-rbac;dependency-lock;extension-slots;helm-equivalence;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,true,true,true,helmEquivalence;installGate;render;scan,,https://kubernetes.github.io/autoscaler,d1cc7757b42bcc61e2ff70087552d95c33f74a43c04779bf258d29485f882e45,scanned,
34,metallb/metallb,0.16.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,14,0,0,0,3,3,0,0,0,3,12,0,0,0,0,11,6,2,0,0,0,2,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://metallb.github.io/metallb,108ad635a9ab8c2d07207a5610358d3671f8f0d5cf744b62fecf0acb5436b052,scanned,
35,istio-official/istiod,1.30.0,1.30.0,chart-name-version,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;cluster-rbac;webhooks,recipes/istio/istiod/1.30.0/recipe.yaml,packages/istio/istiod/1.30.0,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,13,0,0,1,0,2,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,false,0,next80-full,1,1,17,53385181293dd9a8228f37a370148dde3cc77acecf5a3a8539fa1b8eb0f9afdf,17/17,warn,warn,1,8,0,capability-profile;cluster-rbac;dependency-lock;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision;webhooks,false,true,false,true,false,helmEquivalence;installGate;render;scan,,https://istio-release.storage.googleapis.com/charts,7a34c7688da34107841e9585b226b94357769749f82502fdc4fb43a6bc3db320,scanned,
36,argo/argo-workflows,1.0.14,1.0.14,chart-name-version,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;crds;cluster-rbac,recipes/argo-cd/argo-workflows/1.0.14/recipe.yaml,packages/argo-cd/argo-workflows/1.0.14,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,20,0,0,3,0,2,0,0,0,0,0,17,2,1,0,8,13,0,0,0,0,1,0,false,0,next80-full,1,1,19,677516f7d311ffdfcf7a4b424585cada43ba104af51ef7e283c575d8279c16bc,19/19,warn,warn,0,11,0,capability-profile;cluster-rbac;dependency-lock;extension-slots;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,true,true,true,helmEquivalence;installGate;render;scan,,https://argoproj.github.io/argo-helm,552fd9548aa107cd495a5e1277c4995b0389591ce945537a356863bfc791c339,scanned,
37,rancher-stable/rancher,2.14.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,32,0,0,4,0,2,2,0,0,0,0,2,4,0,0,0,5,0,0,0,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://releases.rancher.com/server-charts/stable,9db459d9948bab56a0b8594e3f120dfc48f80f2cb9f9626ed30501a4b35d9b5e,scanned,
38,kyverno/kyverno,3.8.1,3.8.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;stateful-storage,recipes/kyverno/kyverno/3.8.1/recipe.yaml,packages/kyverno/kyverno/3.8.1,machine-proof-only,,default,proof-grade-needs-variants,P0 source/dependency risk,92,1,3,5,12,3,4,6,6,0,39,158,4,4,8,25,31,0,0,3,2,9,1,true,1,next80-full,1,1,69,00df8d584a2b69683a7895eff47d5a2bd6c1947827272bc518b0b79bbba80884,69/69,warn,warn,0,45,0,capability-profile;cluster-rbac;crds;dependency-lock;extension-slots;generated-facts;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://kyverno.github.io/kyverno/,a33f35b83b6991daf6a1b1cf995becbe369747fcd84411d5089d55a40ee4ae0d,scanned,
39,gitea/gitea,12.6.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,37,1,19,23,8,6,37,75,10,4,0,0,0,0,0,8,12,21,4,true,4,,0,0,0,,,,,,,,,,,,,,,,https://dl.gitea.com/charts,bcfe40141cacdb93bbc4974cab8ab0cf37b79254f2d171b928386b5cfbc8be62,scanned,
40,sonarqube/sonarqube,2026.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,20,0,0,3,0,3,0,0,0,0,1,21,2,14,0,0,4,1,0,1,2,6,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://SonarSource.github.io/helm-chart-sonarqube,cf3c727c932149d83ad25f9088818bd891708ea444e330d07e687df3049830c0,scanned,
41,cloudnative-pg/cloudnative-pg,0.28.2,0.28.2,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,generated-facts;tpl;crds;cluster-rbac;webhooks,recipes/cloudnative-pg/cloudnative-pg/0.28.2/recipe.yaml,packages/cloudnative-pg/cloudnative-pg/0.28.2,machine-proof-only,,default,proof-grade-needs-variants,P0 source/dependency risk,35,1,0,0,1,3,0,0,0,1,0,1,0,0,0,1,4,2,0,0,0,1,0,true,1,next80-full,1,1,21,67190a176fe9539df56c63c033cfffb1538a06bc47d8624532a0a980fe50bd46,21/21,warn,warn,0,16,0,capability-profile;cluster-rbac;crds;dependency-lock;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision;webhooks,true,true,false,true,false,helmEquivalence;installGate;render;scan,,https://cloudnative-pg.io/charts/,43c8029e2c88527cfde8dd19d88fd120f67565f5788b213a37de43ee96f64e64,scanned,
42,fluent/fluent-bit,0.57.6,0.57.6,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;hooks;cluster-rbac,recipes/fluent/fluent-bit/0.57.6/recipe.yaml,packages/fluent/fluent-bit/0.57.6,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,33,0,2,3,0,1,0,0,0,0,0,14,7,8,1,0,2,0,0,0,0,0,0,false,0,next80-full,1,1,6,464d9136c0ba9e845fd81c1dbea556e717d47930d7cb58755de67ead7f8f2a2b,6/6,warn,warn,0,2,0,capability-profile;cluster-rbac;dependency-lock;extension-slots;helm-equivalence;lifecycle-policy;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,true,true,true,helmEquivalence;installGate;render;scan,,https://fluent.github.io/helm-charts,dba34ec5f57a69a91b391077fefc58db7431e5fe30c4da25df8b65240abb30f8,scanned,
43,datadog/datadog,3.214.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,59,0,2,4,6,4,2,1,0,5,47,38,17,31,3,0,32,0,1,1,0,6,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.datadoghq.com,170b73c19828b9ec9dff106025342e560ba7270208a134631ca62bb6fa9fdd82,scanned,
44,bitnami/thanos,17.3.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;cluster-rbac;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,81,1,2,5,42,2,6,10,29,2,23,32,4,2,1,0,4,0,0,8,6,33,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,805d2c3464ca1cf8311c2b0a7e391439acf05691ff05388afe968c74ac93e226,scanned,
45,runix/pgadmin4,1.62.0,1.62.0,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;stateful-storage,recipes/runix/pgadmin4/1.62.0/recipe.yaml,packages/runix/pgadmin4/1.62.0,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,20,0,0,3,0,1,0,0,0,0,2,19,2,6,0,0,0,0,0,1,1,2,0,false,0,next80-full,1,1,5,78528d11d3b5ea8cf8c03e43834edbe87a944df1593c516867cc4e0389ba1565,5/5,warn,warn,0,1,0,capability-profile;dependency-lock;extension-slots;helm-equivalence;lifecycle-policy;rendered-manifest-scan;secret-material;source-lock;stateful-storage;tpl-extension-slots;variant-revision,false,false,true,true,true,helmEquivalence;installGate;render;scan,,https://helm.runix.net/,6f615ad016402c4413845d2c2d020b5a0a0e71d21cd8b80ef63a1feeace972d5,scanned,
46,oauth2-proxy/oauth2-proxy,10.6.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,30,0,0,3,9,1,0,0,0,1,6,81,4,10,0,0,0,0,0,1,1,10,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://oauth2-proxy.github.io/manifests,2c7f4af15a8f7778e86880c7d805a224ed55261bd34d3aafc9d9619c24b05bb4,scanned,
47,bitnami/wordpress,31.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,44,0,0,5,25,1,10,17,6,2,13,32,6,3,0,0,0,0,0,4,1,14,3,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,f89f60683ceea47b3dcc762ef0c5be0cc8565f20a405a7b5a965e6515c106436,scanned,
48,bitnami/nginx,24.0.2,24.0.2,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,multi-variant,proof:2 revision(s),catalog-supported,blocked-by-current-scan-gate,http-clusterip;existing-tls-ingress,add production dispositions and live/e2e observation lane,lookup;generated-facts;tpl;capabilities,recipes/bitnami/nginx/24.0.2/recipe.yaml,packages/bitnami/nginx/24.0.2,supported-for-declared-scopes,local-test,,local-test-supported-production-blocked,P1 compiler policy needed,40,0,0,5,11,0,5,5,6,0,0,17,2,1,0,0,0,0,0,0,0,6,1,false,0,,2,2,11,a5f890172fd1bd8cf31870607c1a7874313c5746f1020d547af3dac017db4223,5/5;6/6,warn,warn,4,11,0,availability-policy;capability-profile;dependency-lock;deployment-workload;edge-ingress-policy;extension-slots;generated-facts;installer-support-object;network-policy;source-lock;target-facts,false,false,false,false,false,helmEquivalence;installGate;render;scan,recipes/bitnami/nginx/24.0.2/weirdness-and-mitigations.md,https://charts.bitnami.com/bitnami,de4124245234c508f16f074351f66e701e101177439f38ddee89e5a038dae3a3,scanned,
49,goauthentik/authentik,2026.5.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,45,0,0,5,10,2,3,6,2,2,35,41,2,2,0,0,2,0,0,2,3,8,1,true,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.goauthentik.io/,39b3070b2341ed2a7abdd1f5c6cdacf41d944b2c3b90e4816957ff8de89e49a4,scanned,
50,bitnami-labs/sealed-secrets,2.18.6,2.18.6,chart-name-version,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,lookup;generated-facts;tpl;capabilities;crds;cluster-rbac,recipes/sealed-secrets/sealed-secrets/2.18.6/recipe.yaml,packages/sealed-secrets/sealed-secrets/2.18.6,machine-proof-only,,default,proof-grade-needs-variants,P1 compiler policy needed,39,0,0,3,3,2,1,0,2,1,2,2,0,2,0,1,4,0,0,0,0,2,0,false,0,next80-full,1,1,11,096c66f4ea312aa7c3a4fc2be815b64271c3f1c829c8914b5c96c190aa22a83e,11/11,warn,warn,0,3,0,capability-profile;cluster-rbac;crds;dependency-lock;extension-slots;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://bitnami-labs.github.io/sealed-secrets/,4af8cb2b150b83460f15242e36706159cb77f6ba834f79a7bd172cb2f5debc72,scanned,
51,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,4.0.18,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,capabilities;cluster-rbac;stateful-storage,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/recipe.yaml,packages/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,10,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,false,0,next80-full,1,1,7,448129b8cf526e0fb240e23fc1cbddd1b6cd994158faa60904f7db5b1c10eb28,7/7,warn,warn,0,2,0,capability-profile;cluster-rbac;dependency-lock;helm-equivalence;rendered-manifest-scan;source-lock;variant-revision,false,false,true,false,false,helmEquivalence;installGate;render;scan,,https://kubernetes-sigs.github.io/nfs-subdir-external-provisioner,a842163c1f5eedc4893e1f685e4249b0ddd62533c3c941228ee6a096ac308f6f,scanned,
52,nginx/nginx-ingress,2.5.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;crds;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,14,0,0,2,0,3,0,0,0,0,8,0,1,0,0,12,2,0,0,1,0,2,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.nginx.com/stable,a60c31b4432c0c12871fea32686b83c947476907ee50966944a58aa6b8c87593,scanned,
53,kedacore/keda,2.19.0,2.19.0,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;crds;cluster-rbac;webhooks,recipes/kedacore/keda/2.19.0/recipe.yaml,packages/kedacore/keda/2.19.0,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,12,0,0,1,0,4,0,0,0,0,0,2,0,2,0,6,12,1,1,0,0,0,0,false,0,next80-full,1,1,29,95bac2eeb03cdf4d0392ed7d66c37c81db91beeba346752f932abef73d26db1f,29/29,warn,warn,0,17,0,apiservice;capability-profile;cluster-rbac;crds;dependency-lock;extension-slots;helm-equivalence;rendered-manifest-scan;source-lock;target-facts;tpl-extension-slots;variant-revision;webhooks,true,false,true,true,true,helmEquivalence;installGate;render;scan,,https://kedacore.github.io/charts,6ee0edbb604577aaa2db07a4eecd836c69e1b1266f2db88a55010870faaad34b,scanned,
