rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,not_yet_enabled,source_features,recipe_path,package_path
372,deliveryhero/cluster-overprovisioner,0.7.14,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
373,concourse/concourse,20.2.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac;stateful-storage,,
374,dynatrace/dynatrace-operator,1.9.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;cluster-rbac;webhooks;stateful-storage,,
375,gabe565/headscale,0.16.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
376,verwilst/rocketchat,1.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;stateful-storage,,
377,bitnami/schema-registry,26.0.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,
378,armory/armory-spinnaker-operator,1.8.11,,none,none,source-scan-failed,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,repair source acquisition before recipe proof,no recipe yet (source-recon only),plain-ish,,
379,aws/aws-vpc-cni,1.21.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac,,
380,gadsme/cube,3.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
381,erpnext/erpnext,8.0.53,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
382,apache-hadoop-helm/hadoop,1.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),stateful-storage,,
383,cloudposse/istio,1.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac;webhooks;stateful-storage,,
384,grafana/k6-operator,4.4.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac,,
385,ory/kratos,0.61.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;hooks;stateful-storage,,
386,grafana/oncall,1.16.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,
387,prometheus-msteams/prometheus-msteams,1.3.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
388,grafana/pyroscope,2.0.2,2.0.2,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,multi-variant,next80-full:3 revision(s),proof-grade,not-reviewed-for-production,,run catalog promotion review,existing-secret (chart ships no Secret toggle),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;stateful-storage,recipes/grafana/pyroscope/2.0.2/recipe.yaml,packages/grafana/pyroscope/2.0.2
389,datawire/telepresence,2.20.3-test.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;cluster-rbac;webhooks,,
390,zot/zot,0.1.116,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;stateful-storage,,
391,elastic/apm-server,8.5.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;cluster-rbac,,
392,gadget/gadget,0.52.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
393,homarr-labs/homarr,8.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac;stateful-storage,,
394,hpe-storage/hpe-csi-driver,3.2.0-beta,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;crds;cluster-rbac,,
395,kestra/kestra,1.3.19,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
396,kwatch/kwatch,0.10.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
397,prometheus-community/prometheus-snmp-exporter,9.14.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
398,netapp-trident/trident-operator,100.2602.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;crds;cluster-rbac,,
399,weaviate/weaviate,17.8.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;stateful-storage,,
400,community-charts/actualbudget,1.8.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;stateful-storage,,
401,chatwoot/chatwoot,2.0.23,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
402,kubitodev/cloudflared,1.7.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
403,forgejo-runner/forgejo-runner,0.7.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),plain-ish,,
404,geek-cookbook/home-assistant,13.5.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
405,wiremind/karma,2.12.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities,,
406,deliveryhero/kube-downscaler,0.7.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;cluster-rbac,,
407,ananace-charts/lemmy,0.6.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
408,gabe565/paperless-ngx,0.24.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
409,hirosystems/stacks-blockchain-api,6.5.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac;stateful-storage,,
410,cloudpirates-valkey/valkey,0.21.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
411,victoriametrics/victoria-metrics-agent,0.39.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;stateful-storage,,
412,wazuh-helm-morgoved/wazuh,1.0.23,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;hooks;cluster-rbac;webhooks;stateful-storage,,
413,apisix/apisix-ingress-controller,1.1.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks,,
414,jfrog/artifactory-jcr,107.146.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
415,datawire/emissary-ingress,8.12.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac,,
416,gitlab-jh/gitlab,9.11.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
417,rimusz/hostpath-provisioner,0.2.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;cluster-rbac;stateful-storage,,
418,imgproxy/imgproxy,1.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities,,
419,influxdata/influxdb,4.12.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;capabilities;stateful-storage,,
420,postgres-operator/postgres-operator,1.15.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;crds;cluster-rbac,,
421,cetic/postgresql,0.2.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;stateful-storage,,
422,groundhog2k/rabbitmq,2.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;stateful-storage,,
423,redash/redash,4.0.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
424,halkeye/synapse,0.40.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
425,vaultwarden/vaultwarden,0.36.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;stateful-storage,,
426,cetic/zabbix,3.1.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;stateful-storage,,
427,connector/connector,0.1.35,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),plain-ish,,
428,elastic/eck-stack,0.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;cluster-rbac,,
429,kube-starrocks/kube-starrocks,1.11.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;crds;cluster-rbac,,
430,ngrok/ngrok-operator,0.23.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac,,
431,open-feature-operator/open-feature-operator,0.9.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac;webhooks,,
432,telepresence-oss/telepresence-oss,2.28.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;cluster-rbac;webhooks,,
433,csi-driver-smb/csi-driver-smb,1.20.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
434,evryfs-oss/dependency-track,1.5.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
435,factorio-server-charts/factorio-server-charts,2.5.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;stateful-storage,,
436,falcon-helm/falcon-sensor,1.36.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;cluster-rbac;webhooks,,
437,bitnami/fluent-bit,3.1.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;cluster-rbac,,
438,utkuozdemir/jellyfin,2.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;stateful-storage,,
439,k8gb/k8gb,0.19.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;crds;cluster-rbac,,
440,k8up/k8up,4.9.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;crds;cluster-rbac,,
441,linkerd2/linkerd-jaeger,30.12.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;cluster-rbac;webhooks,,
442,neo4j-helm-charts/neo4j,2026.4.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
443,openclaw-helm/openclaw,1.5.39,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;stateful-storage,,
444,helm-openldap/openldap,2.0.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;tpl;capabilities;stateful-storage,,
445,stenic/openvpn-as,0.1.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;stateful-storage,,
446,prometheus-community/prometheus-cloudwatch-exporter,0.28.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;cluster-rbac,,
447,community-charts/pypiserver,0.1.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
448,grafana-community/tempo-distributed,2.23.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,
449,yugabyte/yugabyte,2025.2.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;stateful-storage,,
450,smallstep/autocert,1.20.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;cluster-rbac;webhooks,,
451,aws/aws-cloudwatch-metrics,0.0.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
452,aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,2.60.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,— (no open gap: recommended capabilities built or n/a; quirks modeled — Level 2),tpl;capabilities;cluster-rbac,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/recipe.yaml,packages/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1
453,dapr/dapr,1.18.0-rc.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;tpl;capabilities;crds;cluster-rbac;webhooks;stateful-storage,,
454,dask/dask,2024.1.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
455,dgraph/dgraph,25.0.0-preview6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;stateful-storage,,
456,rimusz/gcloud-sqlproxy,0.25.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;capabilities;stateful-storage,,
457,localstack/localstack,0.7.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
458,banzaicloud-stable/logging-operator,3.17.10,,none,none,source-scan-failed,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,repair source acquisition before recipe proof,no recipe yet (source-recon only),plain-ish,,
459,outline/outline,0.0.9,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
460,proxmox-csi/proxmox-csi-plugin,0.5.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
461,percona/pxc-db,1.19.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl,,
462,choerodon/skywalking,8.1.0-alpha.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
463,amd-gpu-helm/amd-gpu,0.21.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac,,
464,redpanda-data/console,3.7.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities,,
465,elastic/eck-operator-crds,3.4.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
466,flagsmith/flagsmith,0.81.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;stateful-storage,,
467,glasskube/glasskube-operator,0.12.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,
468,makeplane/plane-ce,1.5.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts;stateful-storage,,
469,rustfs/rustfs,0.4.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;stateful-storage,,
470,backube-helm-charts/scribe,0.2.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities;crds;cluster-rbac,,
471,camel-k/camel-k,2.10.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),crds;cluster-rbac,,
472,wiremind/cerebro,2.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),generated-facts,,
473,cert-manager-webhook-ovh/cert-manager-webhook-ovh,0.9.10,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),tpl;cluster-rbac,,
474,neuvectorcharts/core,2.8.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;capabilities;cluster-rbac;stateful-storage,,
475,maikumori/gotenberg,1.21.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),capabilities,,
476,komodor/helm-dashboard,2.0.6,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;capabilities;cluster-rbac;stateful-storage,,
477,aws-karpenter-crd/karpenter-crd,1.12.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),plain-ish,,
478,bitnami/kong,15.4.22,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),lookup;generated-facts;tpl;capabilities;crds;cluster-rbac;stateful-storage,,
479,linkerd2/linkerd2-cni,30.12.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",no recipe yet (source-recon only),cluster-rbac,,
